OrderID;SupplierID;PartNumber;OrderDate;DeliveryDate;OnTimeDelivery;LeadTime;QualityScore;Cost
1892;S4;P772;2023-03-08;2023-03-11;Sí;3;1,23;1150,13
1893;S6;P939;2023-11-13;2023-11-17;Sí;4;3,70;8851,84
1894;S5;P364;2023-09-20;2023-09-24;Sí;4;1,89;3525,21
1895;S10;P908;2023-10-09;2023-10-22;Sí;13;3,83;7139,35
1896;S4;P953;2023-11-11;2023-11-17;No;6;5,00;500,00
1897;S1;P627;2023-10-07;2023-10-18;Sí;11;3,60;18382,79
1898;S6;P579;2023-03-16;2023-03-22;Sí;6;2,66;6110,04
1899;S2;P494;2023-09-03;2023-09-17;No;14;4,74;11313,00
1900;S1;P445;2023-11-09;2023-11-25;Sí;16;4,69;5477,94
1901;S8;P721;2023-07-02;2023-07-12;No;10;1,09;6001,00
1902;S5;P704;2023-12-17;2023-12-22;No;5;4,19;12906,30
1903;S9;P709;2023-08-12;2023-08-15;Sí;3;1,22;9959,35
1904;S3;P123;2023-11-25;2023-12-01;No;6;3,29;4263,49
1905;S7;P903;2023-09-16;2023-09-20;Sí;4;4,24;500,00
1906;S5;P706;2023-11-21;2023-12-09;Sí;18;5,00;500,00
1907;S5;P679;2023-12-11;2024-01-01;Sí;21;4,16;7932,76
1908;S5;P335;2023-09-30;2023-10-15;Sí;15;5,00;4246,87
1909;S7;P437;2023-06-20;2023-07-02;Sí;12;1,00;11345,87
1910;S9;P187;2023-11-23;2023-12-07;Sí;14;4,27;500,00
1911;S1;P866;2023-10-23;2023-11-07;Sí;15;4,69;1699,27
1912;S6;P659;2023-03-02;2023-03-05;Sí;3;4,70;14518,51
1913;S1;P784;2023-09-21;2023-10-07;Sí;16;1,00;3814,04
1914;S8;P626;2023-08-09;2023-08-18;Sí;9;2,17;16526,74
1915;S8;P306;2023-01-21;2023-02-13;Sí;23;5,00;6702,56
1916;S10;P674;2023-12-01;2023-12-04;Sí;3;2,75;6627,12
1917;S4;P865;2023-02-06;2023-02-15;Sí;9;3,54;10054,39
1918;S5;P421;2023-03-22;2023-04-11;Sí;20;5,00;4357,13
1919;S6;P563;2023-10-13;2023-10-22;Sí;9;1,48;14087,56
1920;S1;P504;2023-07-20;2023-07-26;Sí;6;3,23;9347,28
1921;S2;P319;2023-04-07;2023-04-20;Sí;13;1,70;3884,07
1922;S6;P747;2023-08-28;2023-09-10;Sí;13;4,55;3061,36
1923;S3;P631;2023-05-11;2023-05-19;Sí;8;5,00;11920,07
1924;S3;P543;2023-04-27;2023-05-13;No;16;2,95;9941,33
1925;S5;P350;2023-03-23;2023-03-26;No;3;1,76;4897,76
1926;S1;P412;2023-08-26;2023-09-01;No;6;1,88;6426,52
1927;S1;P574;2023-09-27;2023-10-05;Sí;8;5,00;15784,86
1928;S2;P808;2023-08-04;2023-08-08;Sí;4;5,00;7104,99
1929;S4;P643;2023-01-22;2023-01-27;Sí;5;3,72;7959,53
1930;S7;P833;2023-08-04;2023-08-12;Sí;8;5,00;11337,02
1931;S7;P884;2023-03-19;2023-04-04;Sí;16;5,00;1864,58
1932;S4;P794;2023-12-22;2023-12-26;Sí;4;3,14;14108,06
1933;S7;P499;2023-10-24;2023-10-30;Sí;6;5,00;13215,05
1934;S9;P253;2023-06-29;2023-07-03;Sí;4;3,20;675,91
1935;S8;P975;2023-07-21;2023-08-08;No;18;4,78;12808,82
1936;S5;P470;2023-09-29;2023-10-14;Sí;15;4,28;2636,01
1937;S3;P226;2023-11-02;2023-11-19;Sí;17;3,57;8403,13
1938;S3;P352;2023-11-06;2023-11-14;Sí;8;1,17;7619,66
1939;S10;P437;2023-03-27;2023-04-02;Sí;6;4,63;20000,00
1940;S10;P315;2023-08-03;2023-08-06;Sí;3;1,00;8729,36
1941;S8;P837;2023-02-22;2023-03-01;Sí;7;3,07;9917,33
1942;S5;P640;2023-03-14;2023-03-22;Sí;8;1,00;6270,93
1943;S3;P243;2023-08-14;2023-08-21;Sí;7;1,25;8103,11
1944;S10;P167;2023-07-27;2023-07-30;Sí;3;2,87;7242,17
1945;S1;P847;2023-11-27;2023-12-04;Sí;7;5,00;1899,38
1946;S10;P435;2023-11-26;2023-11-29;Sí;3;3,81;7169,99
1947;S9;P281;2023-07-01;2023-07-09;Sí;8;4,83;13679,79
1948;S4;P261;2023-11-16;2023-11-25;Sí;9;1,91;7601,36
1949;S9;P775;2023-08-03;2023-08-16;No;13;1,00;7383,56
1950;S9;P592;2023-05-28;2023-06-16;Sí;19;5,00;10901,05
1951;S2;P719;2023-07-14;2023-07-18;Sí;4;3,85;3488,67
1952;S9;P962;2023-05-31;2023-06-03;Sí;3;5,00;4924,95
1953;S10;P207;2023-10-22;2023-10-27;Sí;5;5,00;16270,21
1954;S7;P470;2023-06-19;2023-07-11;Sí;22;1,44;16517,14
1955;S3;P216;2023-08-01;2023-08-10;No;9;2,92;3240,80
1956;S1;P415;2023-10-05;2023-10-08;Sí;3;5,00;12095,15
1957;S10;P326;2023-06-01;2023-06-06;Sí;5;5,00;10142,31
1958;S1;P801;2023-08-12;2023-08-19;No;7;1,37;8339,20
1959;S1;P912;2023-08-03;2023-08-10;Sí;7;5,00;8590,25
1960;S1;P411;2023-06-03;2023-06-07;No;4;5,00;9530,12
1961;S1;P104;2023-04-05;2023-04-15;No;10;2,91;12162,21
1962;S4;P613;2023-07-20;2023-07-23;Sí;3;5,00;6397,61
1963;S10;P841;2023-07-11;2023-07-14;Sí;3;1,09;6549,96
1964;S7;P874;2023-01-08;2023-01-14;Sí;6;1,10;6996,21
1965;S7;P278;2023-05-20;2023-05-23;Sí;3;4,50;2385,27
1966;S3;P739;2023-03-20;2023-03-23;Sí;3;2,75;11697,39
1967;S5;P829;2023-01-18;2023-02-05;Sí;18;2,77;7828,21
1968;S8;P466;2023-08-16;2023-08-19;No;3;4,20;2042,75
1969;S4;P638;2023-07-13;2023-07-17;Sí;4;5,00;2608,01
1970;S7;P981;2023-07-15;2023-07-18;Sí;3;2,60;3737,53
1971;S3;P498;2023-02-21;2023-02-25;Sí;4;5,00;2896,68
1972;S1;P270;2023-08-30;2023-09-08;Sí;9;2,41;500,00
1973;S2;P855;2023-09-25;2023-10-01;Sí;6;5,00;7058,22
1974;S10;P894;2023-10-06;2023-10-12;Sí;6;5,00;5449,68
1975;S9;P119;2023-02-27;2023-03-15;No;16;2,54;3672,94
1976;S1;P959;2023-03-26;2023-03-29;No;3;1,70;5407,02
1977;S10;P597;2023-10-08;2023-10-17;Sí;9;5,00;18467,49
1978;S8;P125;2023-03-02;2023-03-05;Sí;3;3,96;14411,60
1979;S9;P433;2023-04-25;2023-05-03;Sí;8;5,00;3403,87
1980;S9;P967;2023-07-22;2023-07-31;Sí;9;3,62;7618,12
1981;S8;P153;2023-03-14;2023-03-20;Sí;6;2,93;5943,22
1982;S8;P613;2023-02-22;2023-02-25;No;3;2,48;8997,67
1983;S7;P797;2023-01-18;2023-01-31;Sí;13;3,63;5881,75
1984;S10;P762;2023-01-23;2023-01-26;Sí;3;2,51;12344,00
1985;S6;P400;2023-06-04;2023-06-07;Sí;3;5,00;2345,19
1986;S9;P351;2023-05-10;2023-05-15;Sí;5;3,25;13672,36
1987;S9;P763;2023-08-13;2023-09-08;Sí;26;3,89;500,00
1988;S2;P362;2023-02-05;2023-02-08;Sí;3;3,72;6916,26
1989;S10;P123;2023-07-18;2023-07-25;Sí;7;3,36;6332,62
1990;S10;P317;2023-01-04;2023-01-16;Sí;12;4,91;11754,12
1991;S3;P591;2023-01-06;2023-01-10;Sí;4;2,92;4694,50
1992;S2;P574;2023-05-25;2023-06-03;Sí;9;5,00;13331,76
1993;S2;P970;2023-09-21;2023-10-07;Sí;16;5,00;9215,80
1994;S6;P591;2023-07-13;2023-07-20;Sí;7;5,00;4336,36
1995;S8;P344;2023-02-09;2023-02-17;Sí;8;3,53;2521,76
1996;S4;P656;2023-09-18;2023-10-02;Sí;14;5,00;5335,86
1997;S3;P181;2023-01-31;2023-02-07;Sí;7;5,00;3442,69
1998;S8;P252;2023-04-03;2023-04-06;Sí;3;4,08;13014,39
1999;S6;P251;2023-03-08;2023-03-26;Sí;18;1,71;1782,51
2000;S1;P598;2023-12-16;2024-01-02;Sí;17;2,40;6017,25
2001;S1;P703;2023-06-26;2023-07-11;Sí;15;4,76;5004,18
2002;S8;P167;2023-07-27;2023-08-15;Sí;19;1,58;7363,44
2003;S5;P813;2023-10-03;2023-10-06;No;3;3,16;2434,11
2004;S9;P473;2023-03-04;2023-03-15;Sí;11;4,65;11799,36
2005;S8;P129;2023-10-30;2023-11-14;Sí;15;4,17;9714,92
2006;S8;P361;2023-07-25;2023-07-29;No;4;5,00;2977,58
2007;S7;P746;2023-04-15;2023-05-06;Sí;21;5,00;500,00
2008;S4;P557;2023-06-15;2023-07-02;Sí;17;4,80;8648,61
2009;S1;P362;2023-05-30;2023-06-02;Sí;3;1,00;6111,17
2010;S9;P154;2023-11-03;2023-11-21;No;18;3,28;2643,75
2011;S3;P144;2023-01-16;2023-02-01;Sí;16;5,00;7087,38
2012;S1;P879;2023-07-14;2023-07-20;Sí;6;3,59;4698,85
2013;S4;P852;2023-03-24;2023-03-27;Sí;3;1,25;14707,17
2014;S4;P323;2023-01-20;2023-01-23;Sí;3;5,00;18461,66
2015;S1;P756;2023-09-03;2023-09-08;Sí;5;3,45;9492,63
2016;S5;P428;2023-11-06;2023-11-19;Sí;13;5,00;6218,94
2017;S9;P392;2023-01-10;2023-01-25;Sí;15;1,13;4713,83
2018;S5;P203;2023-07-11;2023-07-25;Sí;14;1,18;5329,81
2019;S10;P481;2023-07-06;2023-07-09;No;3;3,04;9590,01
2020;S3;P320;2023-08-28;2023-09-08;Sí;11;4,79;14850,35
2021;S4;P479;2023-08-30;2023-09-06;Sí;7;2,48;12580,41
2022;S8;P865;2023-05-02;2023-05-05;No;3;3,22;500,00
2023;S9;P476;2023-08-07;2023-08-10;Sí;3;3,78;10990,10
2024;S5;P143;2023-05-24;2023-05-30;No;6;5,00;1383,51
2025;S8;P723;2023-01-15;2023-01-24;Sí;9;5,00;7486,74
2026;S8;P697;2023-08-10;2023-08-28;Sí;18;3,74;10643,52
2027;S5;P778;2023-08-30;2023-09-06;Sí;7;4,42;5736,49
2028;S1;P375;2023-02-21;2023-02-24;Sí;3;1,81;3121,02
2029;S7;P677;2023-04-14;2023-04-25;Sí;11;3,89;7630,44
2030;S6;P884;2023-11-19;2023-11-29;Sí;10;5,00;500,00
2031;S9;P554;2023-10-28;2023-11-06;Sí;9;5,00;11026,76
2032;S7;P960;2023-09-18;2023-10-09;Sí;21;2,94;10898,39
2033;S7;P897;2023-12-20;2024-01-01;Sí;12;4,54;5873,80
2034;S10;P885;2023-03-04;2023-03-07;Sí;3;2,42;2774,40
2035;S1;P680;2023-05-06;2023-05-19;Sí;13;5,00;13549,12
2036;S3;P912;2023-01-06;2023-01-13;Sí;7;5,00;3286,43
2037;S1;P988;2023-08-11;2023-08-25;Sí;14;1,00;1113,84
2038;S1;P399;2023-05-10;2023-05-13;Sí;3;5,00;500,00
2039;S2;P118;2023-02-06;2023-02-16;No;10;2,76;8435,46
2040;S1;P427;2023-12-16;2023-12-24;Sí;8;1,00;13873,36
2041;S1;P361;2023-07-03;2023-07-07;Sí;4;4,77;2588,55
2042;S10;P918;2023-02-14;2023-02-19;Sí;5;5,00;5487,25
2043;S8;P996;2023-03-11;2023-03-14;Sí;3;3,47;5664,85
2044;S2;P952;2023-03-16;2023-04-09;Sí;24;4,80;10733,67
2045;S4;P350;2023-11-03;2023-11-13;Sí;10;4,99;2581,63
2046;S1;P629;2023-08-04;2023-08-15;Sí;11;5,00;6000,01
2047;S7;P666;2023-10-13;2023-10-26;Sí;13;5,00;3277,35
2048;S2;P135;2023-11-21;2023-11-28;Sí;7;5,00;9475,81
2049;S7;P184;2023-02-03;2023-02-06;Sí;3;5,00;4105,79
2050;S2;P327;2023-08-06;2023-08-17;Sí;11;2,48;14585,53
2051;S10;P197;2023-02-10;2023-02-19;Sí;9;5,00;12838,99
2052;S2;P693;2023-04-21;2023-04-27;Sí;6;4,69;11363,30
2053;S8;P654;2023-05-21;2023-06-12;Sí;22;2,21;12555,37
2054;S1;P876;2023-01-21;2023-02-07;No;17;5,00;6820,84
2055;S10;P169;2023-01-28;2023-02-10;No;13;4,52;8930,93
2056;S8;P999;2023-04-20;2023-04-23;Sí;3;1,00;9715,58
2057;S4;P121;2023-11-14;2023-11-23;Sí;9;3,51;11515,65
2058;S6;P836;2023-01-18;2023-01-29;Sí;11;1,99;8882,72
2059;S9;P875;2023-02-27;2023-03-09;Sí;10;5,00;9548,67
2060;S8;P701;2023-08-29;2023-09-07;Sí;9;4,03;3676,42
2061;S9;P623;2023-11-05;2023-11-08;Sí;3;5,00;6820,50
2062;S10;P664;2023-11-01;2023-11-13;No;12;2,00;8315,54
2063;S1;P474;2023-11-08;2023-11-12;Sí;4;1,00;6439,05
2064;S5;P610;2023-09-20;2023-10-06;Sí;16;2,34;2369,56
2065;S5;P133;2023-12-25;2024-01-10;Sí;16;5,00;6379,32
2066;S8;P846;2023-10-20;2023-11-01;Sí;12;1,00;12495,28
2067;S1;P600;2023-05-12;2023-05-28;Sí;16;4,73;4542,16
2068;S4;P341;2023-04-21;2023-05-05;No;14;3,15;13701,90
2069;S8;P304;2023-07-01;2023-07-04;Sí;3;3,65;10675,81
2070;S3;P368;2023-11-07;2023-11-10;Sí;3;4,02;4706,97
2071;S5;P377;2023-05-26;2023-05-29;Sí;3;4,32;10090,62
2072;S6;P156;2023-03-15;2023-03-24;Sí;9;1,98;2762,15
2073;S8;P129;2023-03-17;2023-03-20;Sí;3;1,00;500,00
2074;S4;P932;2023-12-24;2023-12-27;Sí;3;5,00;16203,47
2075;S8;P124;2023-11-24;2023-11-27;Sí;3;2,47;2757,32
2076;S6;P951;2023-01-22;2023-01-28;Sí;6;3,03;6360,14
2077;S3;P575;2023-08-26;2023-08-29;Sí;3;4,83;500,00
2078;S10;P875;2023-01-10;2023-01-18;Sí;8;5,00;13663,52
2079;S10;P477;2023-01-15;2023-01-24;No;9;2,14;12052,70
2080;S1;P903;2023-12-11;2023-12-19;Sí;8;3,29;8021,38
2081;S4;P877;2023-04-09;2023-04-21;Sí;12;3,93;5363,61
2082;S2;P352;2023-09-24;2023-10-08;Sí;14;3,75;7330,70
2083;S10;P494;2023-09-07;2023-09-16;Sí;9;5,00;6398,62
2084;S1;P731;2023-09-22;2023-09-25;Sí;3;2,72;1024,54
2085;S9;P906;2023-09-13;2023-09-20;No;7;5,00;10674,99
2086;S8;P639;2023-03-15;2023-03-30;Sí;15;2,54;5932,35
2087;S7;P380;2023-06-28;2023-07-04;Sí;6;5,00;1056,29
2088;S5;P922;2023-03-04;2023-03-22;Sí;18;4,68;10965,49
2089;S9;P873;2023-08-11;2023-08-14;Sí;3;5,00;5194,73
2090;S8;P858;2023-11-20;2023-11-26;No;6;1,92;2073,85
2091;S8;P835;2023-10-01;2023-10-12;Sí;11;2,58;8794,40
2092;S9;P605;2023-07-06;2023-07-27;Sí;21;3,76;6458,93
2093;S3;P409;2023-01-01;2023-01-17;Sí;16;5,00;500,00
2094;S4;P221;2023-08-24;2023-08-30;No;6;5,00;13684,12
2095;S8;P379;2023-06-18;2023-06-21;Sí;3;1,00;5468,62
2096;S1;P400;2023-01-13;2023-01-22;Sí;9;3,39;13126,28
2097;S9;P541;2023-07-31;2023-08-18;No;18;5,00;10996,38
2098;S7;P870;2023-08-14;2023-08-18;Sí;4;5,00;5022,16
2099;S7;P450;2023-07-26;2023-08-04;Sí;9;5,00;11705,88
2100;S6;P844;2023-07-25;2023-07-30;Sí;5;3,58;3787,44
2101;S8;P521;2023-06-18;2023-07-05;Sí;17;2,54;9908,99
2102;S1;P300;2023-10-21;2023-11-01;Sí;11;5,00;6663,30
2103;S8;P978;2023-12-28;2023-12-31;Sí;3;3,98;7280,02
2104;S5;P607;2023-03-05;2023-03-19;No;14;4,82;12554,74
2105;S7;P238;2023-10-15;2023-11-06;Sí;22;2,02;8502,32
2106;S4;P184;2023-04-26;2023-05-08;Sí;12;5,00;4902,96
2107;S10;P506;2023-06-19;2023-07-03;Sí;14;5,00;7257,02
2108;S4;P117;2023-01-12;2023-01-25;Sí;13;4,43;8144,80
2109;S4;P422;2023-06-28;2023-07-01;No;3;1,00;500,00
2110;S5;P493;2023-12-08;2023-12-12;Sí;4;1,29;16088,53
2111;S6;P609;2023-07-05;2023-07-15;Sí;10;1,52;10276,27
2112;S1;P646;2023-07-05;2023-07-08;Sí;3;4,09;8277,79
2113;S6;P690;2023-03-27;2023-04-11;Sí;15;1,74;13634,93
2114;S8;P766;2023-03-03;2023-03-06;Sí;3;4,34;7119,45
2115;S3;P510;2023-05-11;2023-05-17;Sí;6;4,22;1155,57
2116;S6;P776;2023-07-22;2023-07-29;Sí;7;5,00;1175,85
2117;S9;P822;2023-04-16;2023-05-03;Sí;17;5,00;11939,82
2118;S3;P938;2023-07-19;2023-07-22;Sí;3;2,20;7711,93
2119;S2;P882;2023-09-15;2023-09-24;Sí;9;3,62;11407,43
2120;S5;P106;2023-03-29;2023-04-02;No;4;4,53;11776,51
2121;S5;P768;2023-07-11;2023-07-14;Sí;3;1,11;4798,18
2122;S9;P634;2023-06-12;2023-07-02;No;20;5,00;17527,69
2123;S10;P875;2023-04-13;2023-04-25;Sí;12;5,00;2460,43
2124;S3;P153;2023-07-02;2023-07-06;Sí;4;2,84;4498,53
2125;S3;P375;2023-01-10;2023-01-15;Sí;5;5,00;6217,58
2126;S9;P660;2023-06-10;2023-06-13;Sí;3;1,31;9134,90
2127;S9;P900;2023-11-22;2023-11-25;Sí;3;3,12;14487,47
2128;S7;P970;2023-11-17;2023-11-26;Sí;9;1,86;10260,19
2129;S3;P638;2023-02-28;2023-03-09;Sí;9;5,00;11847,58
2130;S6;P930;2023-09-08;2023-09-15;Sí;7;1,83;500,00
2131;S2;P535;2023-01-20;2023-01-23;No;3;2,19;13865,44
2132;S7;P465;2023-10-18;2023-11-05;Sí;18;3,21;7381,98
2133;S9;P469;2023-09-10;2023-09-20;No;10;4,04;6521,93
2134;S10;P172;2023-02-10;2023-02-24;Sí;14;5,00;8417,81
2135;S4;P801;2023-12-15;2023-12-24;Sí;9;4,19;10141,55
2136;S9;P815;2023-08-20;2023-09-09;Sí;20;4,77;8367,74
2137;S5;P109;2023-02-06;2023-02-09;Sí;3;3,57;8068,67
2138;S4;P777;2023-02-04;2023-02-22;Sí;18;3,50;6108,29
2139;S2;P945;2023-03-23;2023-03-30;Sí;7;4,26;13024,38
2140;S5;P360;2023-12-29;2024-01-08;Sí;10;2,52;500,00
2141;S2;P674;2023-06-23;2023-06-28;Sí;5;4,86;1204,10
2142;S8;P532;2023-02-07;2023-02-12;Sí;5;3,01;7314,32
2143;S5;P113;2023-10-17;2023-10-28;Sí;11;3,68;5995,96
2144;S4;P648;2023-08-02;2023-08-05;Sí;3;1,29;4693,55
2145;S10;P308;2023-03-11;2023-03-28;No;17;5,00;12513,17
2146;S4;P704;2023-02-09;2023-02-15;Sí;6;5,00;8825,89
2147;S3;P281;2023-12-01;2023-12-09;Sí;8;4,86;2832,61
2148;S1;P922;2023-10-20;2023-10-23;Sí;3;5,00;16906,97
2149;S8;P595;2023-12-20;2024-01-01;Sí;12;5,00;14432,20
2150;S9;P870;2023-11-02;2023-11-11;Sí;9;5,00;5595,48
2151;S2;P215;2023-02-12;2023-03-07;No;23;5,00;7587,68
2152;S6;P467;2023-09-02;2023-09-05;Sí;3;4,84;10294,42
2153;S5;P413;2023-12-03;2023-12-12;No;9;5,00;500,00
2154;S9;P250;2023-09-15;2023-09-18;Sí;3;5,00;7497,31
2155;S9;P735;2023-02-27;2023-03-02;Sí;3;5,00;4978,44
2156;S8;P936;2023-08-07;2023-08-10;Sí;3;4,55;8049,17
2157;S8;P791;2023-05-27;2023-05-31;Sí;4;5,00;10365,00
2158;S1;P379;2023-03-10;2023-03-15;Sí;5;5,00;11054,98
2159;S10;P996;2023-04-06;2023-04-13;Sí;7;3,29;14911,70
2160;S6;P365;2023-08-23;2023-09-03;Sí;11;3,31;10230,81
2161;S1;P786;2023-06-17;2023-06-28;Sí;11;4,80;13483,78
2162;S4;P185;2023-03-03;2023-03-17;Sí;14;5,00;12640,03
2163;S8;P136;2023-07-26;2023-08-10;Sí;15;5,00;13843,23
2164;S7;P144;2023-03-18;2023-03-25;Sí;7;5,00;702,74
2165;S7;P862;2023-06-23;2023-07-02;No;9;5,00;3752,32
2166;S7;P980;2023-04-07;2023-04-16;No;9;3,18;5129,18
2167;S2;P559;2023-07-15;2023-07-18;Sí;3;4,46;11205,20
2168;S1;P875;2023-01-13;2023-01-16;No;3;1,00;8128,82
2169;S4;P272;2023-12-14;2023-12-19;No;5;2,61;4270,24
2170;S4;P975;2023-11-06;2023-11-18;Sí;12;4,47;7292,51
2171;S8;P175;2023-04-23;2023-05-05;Sí;12;3,33;4491,91
2172;S5;P604;2023-07-26;2023-07-29;No;3;5,00;1922,75
2173;S4;P881;2023-10-21;2023-10-24;No;3;3,81;6799,55
2174;S5;P526;2023-10-19;2023-10-26;Sí;7;3,91;6894,41
2175;S2;P490;2023-03-26;2023-03-31;Sí;5;5,00;20000,00
2176;S1;P543;2023-10-31;2023-11-16;Sí;16;5,00;18680,73
2177;S5;P298;2023-12-16;2023-12-19;No;3;3,97;8744,82
2178;S2;P488;2023-08-13;2023-08-22;No;9;5,00;17473,84
2179;S2;P229;2023-05-31;2023-06-07;No;7;3,31;6935,63
2180;S8;P855;2023-10-23;2023-10-26;Sí;3;3,94;9113,30
2181;S8;P187;2023-03-29;2023-04-13;No;15;5,00;9941,62
2182;S5;P289;2023-09-18;2023-09-21;Sí;3;3,30;14651,76
2183;S4;P483;2023-11-05;2023-11-08;Sí;3;4,75;12946,77
2184;S3;P225;2023-10-04;2023-10-12;Sí;8;4,89;9543,19
2185;S1;P288;2023-12-29;2024-01-01;Sí;3;2,63;4764,52
2186;S8;P385;2023-08-01;2023-08-04;Sí;3;3,24;7282,68
2187;S1;P348;2023-06-12;2023-06-22;No;10;5,00;8828,44
2188;S8;P892;2023-06-22;2023-06-25;Sí;3;4,02;7418,21
2189;S5;P523;2023-03-21;2023-03-24;Sí;3;2,09;7012,69
2190;S8;P535;2023-12-29;2024-01-11;No;13;3,70;1973,87
2191;S4;P801;2023-10-03;2023-10-13;Sí;10;3,56;9513,68
2192;S3;P274;2023-12-25;2023-12-30;Sí;5;2,54;6162,91
2193;S9;P623;2023-06-21;2023-06-28;Sí;7;4,87;1591,98
2194;S2;P667;2023-12-13;2023-12-24;Sí;11;5,00;14829,70
2195;S6;P278;2023-08-09;2023-08-15;Sí;6;1,00;1903,23
2196;S6;P509;2023-11-30;2023-12-16;Sí;16;1,80;12745,11
2197;S5;P247;2023-12-21;2023-12-29;Sí;8;5,00;11987,76
2198;S7;P513;2023-07-31;2023-08-05;Sí;5;5,00;15876,70
2199;S9;P786;2023-04-10;2023-04-20;No;10;5,00;8201,32
2200;S5;P360;2023-07-13;2023-07-24;Sí;11;1,00;500,00
2201;S3;P881;2023-03-31;2023-04-03;Sí;3;2,27;8640,91
2202;S9;P551;2023-10-17;2023-10-20;No;3;3,93;11043,95
2203;S9;P723;2023-05-04;2023-05-07;Sí;3;5,00;16278,87
2204;S2;P690;2023-02-13;2023-02-24;Sí;11;5,00;6211,15
2205;S8;P695;2023-04-27;2023-05-10;Sí;13;5,00;3852,44
2206;S1;P648;2023-08-21;2023-08-26;No;5;3,56;9177,18
2207;S6;P380;2023-09-11;2023-09-14;No;3;5,00;15882,02
2208;S1;P590;2023-02-22;2023-02-26;No;4;5,00;8630,96
2209;S8;P691;2023-09-23;2023-09-26;Sí;3;3,88;4591,95
2210;S4;P729;2023-09-13;2023-09-18;No;5;5,00;5885,08
2211;S6;P589;2023-07-04;2023-07-07;Sí;3;3,62;17328,69
2212;S3;P445;2023-07-07;2023-07-27;Sí;20;1,00;14926,71
2213;S6;P122;2023-04-02;2023-04-09;Sí;7;5,00;12370,08
2214;S5;P718;2023-04-01;2023-04-08;No;7;3,95;9739,53
2215;S10;P805;2023-12-13;2023-12-20;Sí;7;5,00;7417,41
2216;S1;P197;2023-03-23;2023-03-30;No;7;5,00;15594,51
2217;S4;P253;2023-11-07;2023-11-13;Sí;6;5,00;8532,18
2218;S3;P496;2023-08-20;2023-08-26;Sí;6;4,57;5131,73
2219;S1;P815;2023-10-27;2023-10-30;Sí;3;4,95;9780,54
2220;S1;P933;2023-08-21;2023-09-12;Sí;22;4,45;648,35
2221;S6;P207;2023-09-12;2023-09-21;Sí;9;1,28;9174,08
2222;S5;P570;2023-09-30;2023-10-14;Sí;14;1,66;13428,33
2223;S8;P980;2023-10-24;2023-10-27;Sí;3;4,84;7710,00
2224;S9;P359;2023-01-27;2023-02-04;Sí;8;4,71;12952,12
2225;S1;P432;2023-02-07;2023-02-17;Sí;10;5,00;9097,10
2226;S6;P286;2023-01-26;2023-02-07;No;12;4,59;4701,05
2227;S5;P791;2023-06-18;2023-06-23;Sí;5;5,00;6706,94
2228;S4;P390;2023-03-26;2023-04-01;Sí;6;3,88;500,00
2229;S1;P857;2023-11-25;2023-12-06;Sí;11;5,00;11743,76
2230;S5;P964;2023-05-26;2023-06-07;Sí;12;3,01;941,28
2231;S1;P750;2023-04-21;2023-04-24;Sí;3;4,36;500,00
2232;S10;P993;2023-01-12;2023-01-17;Sí;5;3,56;3132,86
2233;S5;P478;2023-04-21;2023-04-27;Sí;6;1,00;8914,84
2234;S3;P305;2023-05-11;2023-05-18;Sí;7;2,62;3725,25
2235;S2;P433;2023-08-19;2023-08-30;Sí;11;2,61;7889,06
2236;S3;P139;2023-05-30;2023-06-19;Sí;20;5,00;4037,40
2237;S9;P980;2023-04-18;2023-04-30;Sí;12;2,15;2478,31
2238;S9;P967;2023-11-07;2023-11-10;Sí;3;3,61;4227,70
2239;S7;P495;2023-01-30;2023-02-02;Sí;3;5,00;15471,00
2240;S1;P410;2023-11-18;2023-11-25;Sí;7;3,53;500,00
2241;S9;P740;2023-12-09;2023-12-15;Sí;6;5,00;1846,50
2242;S9;P165;2023-03-11;2023-03-25;Sí;14;3,97;5989,69
2243;S4;P504;2023-12-27;2024-01-02;Sí;6;2,86;11232,67
2244;S5;P789;2023-03-23;2023-04-05;No;13;1,00;15605,88
2245;S8;P471;2023-01-09;2023-01-17;Sí;8;2,62;5848,43
2246;S7;P510;2023-05-09;2023-05-12;Sí;3;5,00;10435,20
2247;S1;P945;2023-06-11;2023-06-17;Sí;6;1,00;15839,60
2248;S10;P162;2023-09-19;2023-09-25;Sí;6;5,00;5493,89
2249;S2;P164;2023-12-21;2023-12-26;Sí;5;1,07;5403,60
2250;S8;P584;2023-07-04;2023-07-17;Sí;13;5,00;8760,33
2251;S4;P120;2023-03-19;2023-04-01;No;13;2,56;8220,71
2252;S2;P153;2023-01-15;2023-01-18;Sí;3;5,00;4921,78
2253;S9;P644;2023-03-11;2023-03-18;Sí;7;5,00;1483,98
2254;S8;P880;2023-08-07;2023-08-23;No;16;1,00;500,00
2255;S2;P957;2023-04-11;2023-04-26;No;15;5,00;11184,02
2256;S3;P186;2023-02-18;2023-03-04;Sí;14;5,00;8544,59
2257;S10;P423;2023-03-30;2023-04-07;Sí;8;1,73;5690,39
2258;S3;P819;2023-03-20;2023-03-31;No;11;4,84;11828,13
2259;S5;P845;2023-07-15;2023-07-24;Sí;9;4,54;5568,03
2260;S9;P434;2023-08-28;2023-09-16;Sí;19;1,20;500,00
2261;S6;P961;2023-04-10;2023-04-13;Sí;3;3,93;8475,16
2262;S2;P810;2023-05-20;2023-05-23;Sí;3;5,00;4121,69
